"","Approved Symbol","Protein_Name","Chromosome","Chromosome band","UniProt ID(supplied by UniProt)","arm"
"10054","GOLGA8H","GOLGA8G","15","15q13.2","P0CJ92","q"
"10055","GOLGA8IP","GOLGA8H","15","15q11.2","A6NC78","q"
"10056","GOLGA8J","GOLGA8IP","15","15q13.2","A6NMD2","q"
"10057","GOLGA8K","GOLGA8J","15","15q13.3","D6RF30","q"
"10058","GOLGA8M","GOLGA8K","15","15q13.1","H3BSY2","q"
"10059","GOLGA8N","GOLGA8M","15","15q13.3","F8WBI6","q"
"10060","GOLGA8O","GOLGA8N","15","15q13.3","A6NCC3","q"
"10061","GOLGA8Q","GOLGA8O","15","15q13.2",NA,"q"
"10062","GOLGA8R","GOLGA8Q","15","15q13.2","I6L899","q"
"10063","GOLGA8S","GOLGA8R","15","15q11.2",NA,"q"
"10064","GOLGA8T","GOLGA8S","15","15q13.2",NA,"q"
"10065","GOLGA8UP","GOLGA8T","15","15q13.2",NA,"q"
"10066","GOLGA8VP","GOLGA8UP","15","15q26.3",NA,"q"
"10067","GOLGB1","GOLGA8VP","3","3q13.33","Q14789","q"
"10068","GOLIM4","GOLGB1","3","3q26.2","O00461","q"
"10069","GOLM1","GOLIM4","9","9q21.33","Q8NBJ4","q"
"10070","GOLPH3","GOLM1","5","5p13.3","Q9H4A6","p"
"10071","GOLPH3L","GOLPH3","1","1q21.3","Q9H4A5","q"
"10072","GOLT1A","GOLPH3L","1","1q32.1","Q6ZVE7","q"
"10073","GOLT1B","GOLT1A","12","12p12.1","Q9Y3E0","p"
"10074","GON4L","GOLT1B","1","1q22","Q3T8J9","q"
"10075","GON7","GON4L","14","14q32.12","Q9BXV9","q"
"10076","GOPC","GON7","6","6q22.1","Q9HD26","q"
"10077","GORAB","GOPC","1","1q24.2","Q5T7V8","q"
"10078","GORASP1","GORAB","3","3p22.2","Q9BQQ3","p"
"10079","GORASP2","GORASP1","2","2q31.1","Q9H8Y8","q"
"10080","GOSR1","GORASP2","17","17q11.2","O95249","q"
"10081","GOSR2","GOSR1","17","17q21.32","O14653","q"
"10082","GOT1","GOSR2","10","10q24.2","P17174","q"
"10083","GOT1L1","GOT1","8","8p11.23","Q8NHS2","p"
"10084","GOT2","GOT1L1","16","16q21","P00505","q"
"10085","GOT2P1","GOT2","1","1p32.3",NA,"p"
"10086","GOT2P2","GOT2P1","1","1q25.1",NA,"q"
"10087","GOT2P3","GOT2P2","12","12p13.31",NA,"p"
"10088","GOT2P4","GOT2P3","12","12p12.3",NA,"p"
"10089","GOT2P5","GOT2P4","Y","Yp11.2",NA,"p"
"10090","GP1BA","GOT2P5","17","17p13.2","P07359","p"
"10091","GP1BB","GP1BA","22","22q11.21","P13224","q"
"10092","GP2","GP1BB","16","16p12.3","P55259","p"
"10093","GP5","GP2","3","3q29","P40197","q"
"10094","GP6","GP5","19","19q13.42","Q9HCN6","q"
"10095","GP9","GP6","3","3q21.3","P14770","q"
"10096","GPA33","GP9","1","1q24.1","Q99795","q"
"10097","GPAA1","GPA33","8","8q24.3","O43292","q"
"10098","GPAA1P1","GPAA1","2","2q13",NA,"q"
"10099","GPAA1P2","GPAA1P1","2","2q13",NA,"q"
"10100","GPALPP1","GPAA1P2","13","13q14.12","Q8IXQ4","q"
"10101","GPAM","GPALPP1","10","10q25.2","Q9HCL2","q"
"10102","GPANK1","GPAM","6","6p21.33","O95872","p"
"10103","GPAT2","GPANK1","2","2q11.2","Q6NUI2","q"
"10104","GPAT2P1","GPAT2","2","2q11.1",NA,"q"
"10105","GPAT2P2","GPAT2P1","2","2q11.2",NA,"q"
"10106","GPAT3","GPAT2P2","4","4q21.23","Q53EU6","q"
"10107","GPAT4","GPAT3","8","8p11.21","Q86UL3","p"
"10108","GPATCH1","GPAT4","19","19q13.11","Q9BRR8","q"
"10109","GPATCH2","GPATCH1","1","1q41","Q9NW75","q"
"10110","GPATCH2L","GPATCH11","14","14q24.3","Q9NWQ4","q"
"10111","GPATCH3","GPATCH2","1","1p36.11","Q96I76","p"
"10112","GPATCH4","GPATCH2L","1","1q22-q23.1","Q5T3I0","q"
"10113","GPATCH8","GPATCH3","17","17q21.31","Q9UKJ3","q"
"10114","GPATCH11","GPATCH4","2","2p22.2","Q8N954","p"
"10115","GPBAR1","GPATCH8","2","2q35","Q8TDU6","q"
"10116","GPBP1","GPBAR1","5","5q11.2","Q86WP2","q"
"10117","GPBP1L1","GPBP1","1","1p34.1","Q9HC44","p"
"10118","GPC1","GPBP1L1","2","2q37.3","P35052","q"
"10119","GPC2","GPC1","7","7q22.1","Q8N158","q"
"10120","GPC3","GPC2","X","Xq26.2","P51654","q"
"10121","GPC4","GPC3","X","Xq26.2","O75487","q"
"10122","GPC5","GPC4","13","13q31.3","P78333","q"
"10123","GPC5-AS1","GPC5","13","13q31.3",NA,"q"
"10124","GPC5-AS2","GPC5-AS1","13","13q31.3",NA,"q"
"10125","GPC5-IT1","GPC5-AS2","13","13q31.3",NA,"q"
"10126","GPC6","GPC5-IT1","13","13q31.3-q32.1","Q9Y625","q"
"10127","GPC6-AS1","GPC6","13","13q31.3",NA,"q"
"10128","GPC6-AS2","GPC6-AS1","13","13q31.3",NA,"q"
"10129","GPCPD1","GPC6-AS2","20","20p12.3","Q9NPB8","p"
"10130","GPD1","GPCPD1","12","12q13.12","P21695","q"
"10131","GPD1L","GPD1","3","3p22.3","Q8N335","p"
"10132","GPD2","GPD1L","2","2q24.1","P43304","q"
"10133","GPDS1","GPD2","7","7q35-q36",NA,"q"
"10134","GPER1","GPDS1","7","7p22.3","Q99527","p"
"10135","GPHA2","GPER1","11","11q13.1","Q96T91","q"
"10136","GPHB5","GPHA2","14","14q23.2","Q86YW7","q"
"10137","GPHN","GPHB5","14","14q23.3","Q9NQX3","q"
"10138","GPI","GPHN","19","19q13.11","P06744","q"
"10139","GPIHBP1","GPI","8","8q24.3","Q8IV16","q"
"10140","GPKOW","GPIHBP1","X","Xp11.23","Q92917","p"
"10141","GPLD1","GPKOW","6","6p22.3","P80108","p"
"10142","GPM6A","GPLD1","4","4q34.2","P51674","q"
"10143","GPM6B","GPM6A","X","Xp22.2","Q13491","p"
"10144","GPM6BP1","GPM6B","Y","Yq11.222",NA,"q"
"10145","GPM6BP2","GPM6BP1","Y","Yq11.222",NA,"q"
"10146","GPM6BP3","GPM6BP2","22","22q11.1",NA,"q"
"10147","GPN1","GPM6BP3","2","2p23.3","Q9HCN4","p"
"10148","GPN2","GPN1","1","1p36.11","Q9H9Y4","p"
"10149","GPN3","GPN2","12","12q24.11","Q9UHW5","q"
"10150","GPN3P1","GPN3","10","10p12.1",NA,"p"
"10151","GPNMB","GPN3P1","7","7p15.3","Q14956","p"
"10152","GPR1","GPNMB","2","2q33.3","P46091","q"
"10153","GPR1-AS","GPR1","2","2q33.3",NA,"q"
"10154","GPR3","GPR1-AS","1","1p36.11","P46089","p"
"10155","GPR4","GPR101","19","19q13.32","P46093","q"
"10156","GPR6","GPR107","6","6q21","P46095","q"
"10157","GPR12","GPR108","13","13q12.13","P47775","q"
"10158","GPR15","GPR119","3","3q11.2","P49685","q"
"10159","GPR17","GPR12","2","2q14.3","Q13304","q"
"10160","GPR18","GPR132","13","13q32.3","Q14330","q"
"10161","GPR19","GPR135","12","12p13.1","Q15760","p"
"10162","GPR20","GPR137","8","8q24.3","Q99678","q"
"10163","GPR21","GPR137B","9","9q33.2","Q99679","q"
"10164","GPR22","GPR137C","7","7q22.3","Q99680","q"
"10165","GPR25","GPR139","1","1q32.1","O00155","q"
"10166","GPR26","GPR141","10","10q26.13","Q8NDV2","q"
"10167","GPR27","GPR142","3","3p13","Q9NS67","p"
"10168","GPR31","GPR143","6","6q27","O00270","q"
"10169","GPR32","GPR143P","19","19q13.33","O75388","q"
"10170","GPR32P1","GPR146","19","19q13.33","Q8NGA4","q"
"10171","GPR33","GPR148","14","14q12","Q49SQ1","q"
"10172","GPR34","GPR149","X","Xp11.4","Q9UPC5","p"
"10173","GPR35","GPR15","2","2q37.3","Q9HC97","q"
"10174","GPR36","GPR150","reserved","reserved",NA,"d"
"10175","GPR37","GPR151","7","7q31.33","O15354","q"
"10176","GPR37L1","GPR152","1","1q32.1","O60883","q"
"10177","GPR39","GPR153","2","2q21.2","O43194","q"
"10178","GPR42","GPR155","19","19q13.12","O15529","q"
"10179","GPR45","GPR156","2","2q12.1","Q9Y5Y3","q"
"10180","GPR50","GPR157","X","Xq28","Q13585","q"
"10181","GPR50-AS1","GPR158","X","Xq28",NA,"q"
"10182","GPR52","GPR158-AS1","1","1q25.1","Q9Y2T5","q"
"10183","GPR53P","GPR160","6","6p22.1",NA,"p"
"10184","GPR55","GPR161","2","2q37.1","Q9Y2T6","q"
"10185","GPR61","GPR162","1","1p13.3","Q9BZJ8","p"
"10186","GPR62","GPR165P","3","3p21.2","Q9BZJ7","p"
"10187","GPR63","GPR166P","6","6q16.1","Q9BZJ6","q"
"10188","GPR65","GPR17","14","14q31.3","Q8IYL9","q"
"10189","GPR68","GPR171","14","14q32.11","Q15743","q"
"10190","GPR75","GPR173","2","2p16.2","O95800","p"
"10191","GPR75-ASB3","GPR174","2","2p16.2",NA,"p"
"10192","GPR78","GPR176","4","4p16.1","Q96P69","p"
"10193","GPR79","GPR179","3","3q25.32",NA,"q"
"10194","GPR82","GPR18","X","Xp11.4","Q96P67","p"
"10195","GPR83","GPR180","11","11q21","Q9NYM4","q"
"10196","GPR84","GPR182","12","12q13.13","Q9NQS5","q"
"10197","GPR85","GPR183","7","7q31.1","P60893","q"
"10198","GPR87","GPR19","3","3q25.1","Q9BY21","q"
"10199","GPR88","GPR20","1","1p21.2","Q9GZN0","p"
"10200","GPR89A","GPR21","1","1q21.1","B7ZAQ6","q"
"10201","GPR89B","GPR22","1","1q21.2","P0CG08","q"
"10202","GPR89P","GPR25","6","6p22.1",NA,"p"
"10203","GPR101","GPR26","X","Xq26.3","Q96P66","q"
"10204","GPR107","GPR27","9","9q34.11","Q5VW38","q"
"10205","GPR108","GPR3","19","19p13.3","Q9NPR9","p"
"10206","GPR119","GPR31","X","Xq26.1","Q8TDV5","q"
"10207","GPR132","GPR32","14","14q32.33","Q9UNW8","q"
"10208","GPR135","GPR32P1","14","14q23.1","Q8IZ08","q"
"10209","GPR137","GPR33","11","11q13.1","Q96N19","q"
"10210","GPR137B","GPR34","1","1q42.3","O60478","q"
"10211","GPR137C","GPR35","14","14q22.1","Q8N3F9","q"
"10212","GPR139","GPR36","16","16p12.3","Q6DWJ6","p"
"10213","GPR141","GPR37","7","7p14.1","Q7Z602","p"
"10214","GPR142","GPR37L1","17","17q25.1","Q7Z601","q"
"10215","GPR143","GPR39","X","Xp22.2","P51810","p"
"10216","GPR143P","GPR4","Y","Yp11.2",NA,"p"
"10217","GPR146","GPR42","7","7p22.3","Q96CH1","p"
"10218","GPR148","GPR45","2","2q21.1","Q8TDV2","q"
"10219","GPR149","GPR50","3","3q25.2","Q86SP6","q"
"10220","GPR150","GPR50-AS1","5","5q15","Q8NGU9","q"
"10221","GPR151","GPR52","5","5q32","Q8TDV0","q"
"10222","GPR152","GPR53P","11","11q13.2","Q8TDT2","q"
"10223","GPR153","GPR55","1","1p36.31","Q6NV75","p"
"10224","GPR155","GPR6","2","2q31.1","Q7Z3F1","q"
"10225","GPR156","GPR61","3","3q13.33","Q8NFN8","q"
"10226","GPR157","GPR62","1","1p36.22","Q5UAW9","p"
"10227","GPR158","GPR63","10","10p12.1","Q5T848","p"
"10228","GPR158-AS1","GPR65","10","10p12.1",NA,"p"
"10229","GPR160","GPR68","3","3q26.2","Q9UJ42","q"
"10230","GPR161","GPR75","1","1q24.2","Q8N6U8","q"
"10231","GPR162","GPR75-ASB3","12","12p13","Q16538","p"
"10232","GPR165P","GPR78","X","Xq12",NA,"q"
"10233","GPR166P","GPR79","6","6p21.2",NA,"p"
"10234","GPR171","GPR82","3","3q25.1","O14626","q"
"10235","GPR173","GPR83","X","Xp11.22","Q9NS66","p"
"10236","GPR174","GPR84","X","Xq21.1","Q9BXC1","q"
"10237","GPR176","GPR85","15","15q14-q15.1","Q14439","q"
"10238","GPR179","GPR87","17","17q12","Q6PRD1","q"
"10239","GPR180","GPR88","13","13q32.1","Q86V85","q"
"10240","GPR182","GPR89A","12","12q13.3","O15218","q"
"10241","GPR183","GPR89B","13","13q32.3","P32249","q"
"10242","GPRASP1","GPR89P","X","Xq22.1","Q5JY77","q"
"10243","GPRASP2","GPRASP1","X","Xq22.1","Q96D09","q"
"10244","GPRC5A","GPRASP2","12","12p13.1","Q8NFJ5","p"
"10245","GPRC5B","GPRC5A","16","16p12.3","Q9NZH0","p"
"10246","GPRC5C","GPRC5B","17","17q25.1","Q9NQ84","q"
"10247","GPRC5D","GPRC5C","12","12p13.1","Q9NZD1","p"
"10248","GPRC6A","GPRC5D","6","6q22.1","Q5T6X5","q"
"10249","GPRIN1","GPRC6A","5","5q35.2","Q7Z2K8","q"
"10250","GPRIN2","GPRIN1","10","10q11.22","O60269","q"
"10251","GPRIN3","GPRIN2","4","4q22.1","Q6ZVF9","q"
"10252","GPS1","GPRIN3","17","17q25.3","Q13098","q"
"10253","GPS2","GPS1","17","17p13.1","Q13227","p"
"10254","GPS2P1","GPS2","9","9p24.2",NA,"p"
"10255","GPS2P2","GPS2P1","3","3q27.3",NA,"q"
"10256","GPSM1","GPS2P2","9","9q34.3","Q86YR5","q"
"10257","GPSM2","GPSM1","1","1p13.3","P81274","p"
"10258","GPSM3","GPSM2","6","6p21.32","Q9Y4H4","p"
"10259","GPT","GPSM3","8","8q24.3","P24298","q"
"10260","GPT2","GPT","16","16q11.2","Q8TD30","q"
"10261","GPX1","GPT2","3","3p21.31","P07203","p"
"10262","GPX1P1","GPX1","X","Xp22.2",NA,"p"
"10263","GPX1P2","GPX1P1","21","21q21.3",NA,"q"
"10264","GPX2","GPX1P2","14","14q23.3","P18283","q"
"10265","GPX3","GPX2","5","5q33.1","P22352","q"
"10266","GPX4","GPX3","19","19p13.3","P36969","p"
"10267","GPX5","GPX4","6","6p22.1","O75715","p"
"10268","GPX6","GPX5","6","6p22.1","P59796","p"
"10269","GPX7","GPX6","1","1p32.3","Q96SL4","p"
"10270","GPX8","GPX7","5","5q11.2","Q8TED1","q"
"10271","GRAMD1A","GPX8","19","19q13.11","Q96CP6","q"
"10272","GRAMD1B","GRAMD1A","11","11q24.1","Q3KR37","q"
"10273","GRAMD1C","GRAMD1B","3","3q13.31","Q8IYS0","q"
"10274","GRAMD2","GRAMD1C","15","15q23","Q8IUY3","q"
"10275","GRAMD3","GRAMD2","5","5q23.2","Q96HH9","q"
"10276","GRAMD4","GRAMD3","22","22q13.31","Q6IC98","q"
"10277","GRAMD4P1","GRAMD4","21","21q11.2",NA,"q"
"10278","GRAMD4P2","GRAMD4P1","22","22q11.1",NA,"q"
"10279","GRAMD4P3","GRAMD4P2","14","14q11.2",NA,"q"
"10280","GRAMD4P4","GRAMD4P3","14","14q11.2",NA,"q"
"10281","GRAMD4P5","GRAMD4P4","15","15q11.2",NA,"q"
"10282","GRAMD4P6","GRAMD4P5","15","15q11.2",NA,"q"
"10283","GRAMD4P7","GRAMD4P6","18","18p11.21",NA,"p"
"10284","GRAMD4P8","GRAMD4P7","2","2q21.1",NA,"q"
"10285","GRAP","GRAMD4P8","17","17p11.2","Q13588","p"
"10286","GRAP2","GRAP","22","22q13.1","O75791","q"
"10287","GRAPL","GRAP2","17","17p11.2","Q8TC17","p"
"10288","GRASP","GRAPL","12","12q13.13","Q7Z6J2","q"
"10289","GRASPOS","GRASP","12","12q13.13",NA,"q"
"10290","GRB2","GRASPOS","17","17q25.1","P62993","q"
"10291","GRB7","GRB10","17","17q12","Q14451","q"
"10292","GRB10","GRB14","7","7p12.1","Q13322","p"
"10293","GRB14","GRB2","2","2q24.3","Q14449","q"
"10294","GREB1","GRB7","2","2p25.1","Q4ZG55","p"
"10295","GREB1L","GREB1","18","18q11.1-q11.2","Q9C091","q"
"10296","GREM1","GREB1L","15","15q13.3","O60565","q"
"10297","GREM2","GREM1","1","1q43","Q9H772","q"
"10298","GRHL1","GREM2","2","2p25.1","Q9NZI5","p"
"10299","GRHL2","GRHL1","8","8q22.3","Q6ISB3","q"
"10300","GRHL3","GRHL2","1","1p36.11","Q8TE85","p"
"10301","GRHPR","GRHL3","9","9p13.2","Q9UBQ7","p"
"10302","GRIA1","GRHPR","5","5q33.2","P42261","q"
"10303","GRIA2","GRIA1","4","4q32.1","P42262","q"
"10304","GRIA3","GRIA2","X","Xq25","P42263","q"
"10305","GRIA4","GRIA3","11","11q22.3","P48058","q"
"10306","GRID1","GRIA4","10","10q23.1-q23.2","Q9ULK0","q"
"10307","GRID1-AS1","GRID1","10","10q23.1",NA,"q"
"10308","GRID2","GRID1-AS1","4","4q22.1-q22.2","O43424","q"
"10309","GRID2IP","GRID2","7","7p22.1","A4D2P6","p"
"10310","GRIFIN","GRID2IP","7","7p22.3","A4D1Z8","p"
"10311","GRIK1","GRIFIN","21","21q21.3","P39086","q"
"10312","GRIK1-AS1","GRIK1","21","21q21.3",NA,"q"
"10313","GRIK1-AS2","GRIK1-AS1","21","21q22.11",NA,"q"
"10314","GRIK2","GRIK1-AS2","6","6q16.3","Q13002","q"
"10315","GRIK3","GRIK2","1","1p34.3","Q13003","p"
"10316","GRIK4","GRIK3","11","11q23.3","Q16099","q"
"10317","GRIK5","GRIK4","19","19q13.2","Q16478","q"
"10318","GRIN1","GRIK5","9","9q34.3","Q05586","q"
"10319","GRIN2A","GRIN1","16","16p13.2","Q12879","p"
"10320","GRIN2B","GRIN2A","12","12p13.1","Q13224","p"
"10321","GRIN2C","GRIN2B","17","17q25.1","Q14957","q"
"10322","GRIN2D","GRIN2C","19","19q13.33","O15399","q"
"10323","GRIN3A","GRIN2D","9","9q31.1","Q8TCU5","q"
"10324","GRIN3B","GRIN3A","19","19p13.3","O60391","p"
"10325","GRINA","GRIN3B","8","8q24.3","Q7Z429","q"
"10326","GRIP1","GRINA","12","12q14.3","Q9Y3R0","q"
"10327","GRIP2","GRIP1","3","3p25.1","Q9C0E4","p"
"10328","GRIPAP1","GRIP2","X","Xp11.23","Q4V328","p"
"10329","GRK1","GRIPAP1","13","13q34","Q15835","q"
"10330","GRK2","GRK1","11","11q13.2","P25098","q"
"10331","GRK3","GRK2","22","22q12.1","P35626","q"
"10332","GRK4","GRK3","4","4p16.3","P32298","p"
"10333","GRK5","GRK4","10","10q26.11","P34947","q"
"10334","GRK5-IT1","GRK5","10","10q26.11",NA,"q"
"10335","GRK6","GRK5-IT1","5","5q35.3","P43250","q"
"10336","GRK6P1","GRK6","13","13q12.11",NA,"q"
"10337","GRK7","GRK6P1","3","3q23","Q8WTQ7","q"
"10338","GRM1","GRK7","6","6q24.3","Q13255","q"
"10339","GRM2","GRM1","3","3p21.2","Q14416","p"
"10340","GRM3","GRM2","7","7q21.11-q21.12","Q14832","q"
"10341","GRM4","GRM3","6","6p21.31","Q14833","p"
"10342","GRM5","GRM4","11","11q14.2-q14.3","P41594","q"
"10343","GRM5-AS1","GRM5","11","11q14.2",NA,"q"
"10344","GRM6","GRM5-AS1","5","5q35.3","O15303","q"
"10345","GRM7","GRM6","3","3p26.1","Q14831","p"
"10346","GRM7-AS1","GRM7","3","3p26.1",NA,"p"
"10347","GRM7-AS2","GRM7-AS1","3","3p26.1",NA,"p"
"10348","GRM7-AS3","GRM7-AS2","3","3p26.1",NA,"p"
"10349","GRM8","GRM7-AS3","7","7q31.33","O00222","q"
"10350","GRN","GRM8","17","17q21.31","P28799","q"
"10351","GRP","GRN","18","18q21.32","P07492","q"
"10352","GRPEL1","GRP","4","4p16.1","Q9HAV7","p"
"10353","GRPEL2","GRPEL1","5","5q32","Q8TAA5","q"
"10354","GRPEL2-AS1","GRPEL2","5","5q32",NA,"q"
"10355","GRPEL2P1","GRPEL2-AS1","13","13q31.2",NA,"q"
"10356","GRPEL2P2","GRPEL2P1","X","Xq11.2",NA,"q"
"10357","GRPEL2P3","GRPEL2P2","7","7q21.3",NA,"q"
"10358","GRPR","GRPEL2P3","X","Xp22.2","P30550","p"
"10359","GRSF1","GRPR","4","4q13.3","Q12849","q"
"10360","GRTP1","GRSF1","13","13q34","Q5TC63","q"
"10361","GRTP1-AS1","GRTP1","13","13q34",NA,"q"
"10362","GRWD1","GRTP1-AS1","19","19q13.33","Q9BQ67","q"
"10363","GRXCR1","GRWD1","4","4p13","A8MXD5","p"
"10364","GRXCR2","GRXCR1","5","5q32","A6NFK2","q"
"10365","G0S2","GRXCR2","1","1q32.2","P27469","q"
"10366","GSAP","GSAP","7","7q11.23","A4D1B5","q"
"10367","GSC","GSC","14","14q32.13","P56915","q"
"10368","GSC2","GSC2","22","22q11.21","O15499","q"
"10369","GSDMA","GSDMA","17","17q21.1","Q96QA5","q"
"10370","GSDMB","GSDMB","17","17q21.1","Q8TAX9","q"
"10371","GSDMC","GSDMC","8","8q24.21","Q9BYG8","q"
"10372","GSDMD","GSDMD","8","8q24.3","P57764","q"
"10373","GSE1","GSE1","16","16q24.1","Q14687","q"
"10374","GSEC","GSEC","11","11q24.2",NA,"q"
"10375","GSG1","GSG1","12","12p13.1","Q2KHT4","p"
"10376","GSG1L","GSG1L","16","16p12.1","Q6UXU4","p"
"10377","GSG1L2","GSG1L2","17","17p13.1","A8MUP6","p"
"10378","GSG2","GSG2","17","17p13.2","Q8TF76","p"
"10379","GSK3A","GSK3A","19","19q13.2","P49840","q"
"10380","GSK3B","GSK3B","3","3q13.33","P49841","q"
"10381","GSKIP","GSKIP","14","14q32.2","Q9P0R6","q"
"10382","GSM1","GSM1","9","9q13-q21",NA,"q"
"10383","GSN","GSN","9","9q33.2","P06396","q"
"10384","GSN-AS1","GSN-AS1","9","9q33.2","Q9NRJ2","q"
"10385","GSPT1","GSPT1","16","16p13.13","P15170","p"
"10386","GSPT2","GSPT2","X","Xp11.22","Q8IYD1","p"
"10387","GSR","GSR","8","8p12","P00390","p"
"10388","GSS","GSS","20","20q11.22","P48637","q"
"10389","GSTA1","GSTA1","6","6p12.2","P08263","p"
"10390","GSTA2","GSTA10P","6","6p12.2","P09210","p"
"10391","GSTA3","GSTA11P","6","6p12.2","Q16772","p"
"10392","GSTA4","GSTA12P","6","6p12.2","O15217","p"
"10393","GSTA5","GSTA2","6","6p12.2","Q7RTV2","p"
"10394","GSTA6P","GSTA3","6","6p12.2",NA,"p"
"10395","GSTA7P","GSTA4","6","6p12.2",NA,"p"
"10396","GSTA8P","GSTA5","6","6p12.2",NA,"p"
"10397","GSTA9P","GSTA6P","6","6p12.2",NA,"p"
"10398","GSTA10P","GSTA7P","6","6p12.2",NA,"p"
"10399","GSTA11P","GSTA8P","6","6p12.2",NA,"p"
"10400","GSTA12P","GSTA9P","6","6p12.2",NA,"p"
"10401","GSTCD","GSTCD","4","4q24","Q8NEC7","q"
"10402","GSTK1","GSTK1","7","7q34","Q9Y2Q3","q"
"10403","GSTM1","GSTM1","1","1p13.3","P09488","p"
"10404","GSTM2","GSTM2","1","1p13.3","P28161","p"
"10405","GSTM2P1","GSTM2P1","6","6q21",NA,"q"
"10406","GSTM3","GSTM3","1","1p13.3","P21266","p"
"10407","GSTM3P1","GSTM3P1","20","20p11.22",NA,"p"
"10408","GSTM3P2","GSTM3P2","2","2q24.2",NA,"q"
"10409","GSTM4","GSTM4","1","1p13.3","Q03013","p"
"10410","GSTM5","GSTM5","1","1p13.3","P46439","p"
"10411","GSTM5P1","GSTM5P1","3","3p25.2",NA,"p"
"10412","GSTO1","GSTO1","10","10q25.1","P78417","q"
"10413","GSTO2","GSTO2","10","10q25.1","Q9H4Y5","q"
"10414","GSTO3P","GSTO3P","3","3q22.1",NA,"q"
"10415","GSTP1","GSTP1","11","11q13.2","P09211","q"
"10416","GSTP1P1","GSTP1P1","12","12q13.2",NA,"q"
"10417","GSTT1","GSTT1","22","22q11.23 alternate reference locus","P30711","s"
"10418","GSTT1-AS1","GSTT1-AS1","22","22q11.23 alternate reference locus",NA,"s"
"10419","GSTT2","GSTT2","22","22q11.23","P0CG29","q"
"10420","GSTT2B","GSTT2B","22","22q11.23","P0CG30","q"
"10421","GSTTP1","GSTTP1","22","22q11.23",NA,"q"
"10422","GSTTP2","GSTTP2","22","22q11.23 alternate reference locus",NA,"s"
"10423","GSTZ1","GSTZ1","14","14q24.3","O43708","q"
"10424","GSX1","GSX1","13","13q12.2","Q9H4S2","q"
"10425","GSX2","GSX2","4","4q12","Q9BZM3","q"
"10426","GTDC1","GTDC1","2","2q22.3","Q4AE62","q"
"10427","GTF2A1","GTF2A1","14","14q31.1","P52655","q"
"10428","GTF2A1L","GTF2A1L","2","2p16.3","Q9UNN4","p"
"10429","GTF2A2","GTF2A2","15","15q22.2","P52657","q"
"10430","GTF2B","GTF2B","1","1p22.2","Q00403","p"
"10431","GTF2E1","GTF2E1","3","3q13.33","P29083","q"
"10432","GTF2E2","GTF2E2","8","8p12","P29084","p"
"10433","GTF2F1","GTF2F1","19","19p13.3","P35269","p"
"10434","GTF2F2","GTF2F2","13","13q14.12-q14.13","P13984","q"
"10435","GTF2F2P1","GTF2F2P1","4","4q31.23",NA,"q"
"10436","GTF2F2P2","GTF2F2P2","1","1p34.2",NA,"p"
"10437","GTF2H1","GTF2H1","11","11p15.1","P32780","p"
"10438","GTF2H2","GTF2H2","5","5q13.2","Q13888","q"
"10439","GTF2H2B","GTF2H2B","5","5q13.2",NA,"q"
"10440","GTF2H2C","GTF2H2C","5","5q13.2","Q6P1K8","q"
"10441","GTF2H2C_2","GTF2H2C_2","5","5q13.2 alternate reference locus","Q6P1K8","s"
"10442","GTF2H3","GTF2H3","12","12q24.31","Q13889","q"
"10443","GTF2H4","GTF2H4","6","6p21.33","Q92759","p"
"10444","GTF2H5","GTF2H5","6","6q25.3","Q6ZYL4","q"
"10445","GTF2I","GTF2I","7","7q11.23","P78347","q"
"10446","GTF2IP1","GTF2IP1","7","7q11.23",NA,"q"
"10447","GTF2IP2","GTF2IP10","21","21q11.2",NA,"q"
"10448","GTF2IP3","GTF2IP11","13","13q12.11",NA,"q"
"10449","GTF2IP4","GTF2IP12","7","7q11.23",NA,"q"
"10450","GTF2IP5","GTF2IP13","7","7q11.21",NA,"q"
"10451","GTF2IP6","GTF2IP14","17","17q11.1",NA,"q"
"10452","GTF2IP7","GTF2IP15","7","7q11.23",NA,"q"
"10453","GTF2IP8","GTF2IP16","18","18p11.21",NA,"p"
"10454","GTF2IP9","GTF2IP17","7","7q11.21",NA,"q"
"10455","GTF2IP10","GTF2IP18","1","1p36.33",NA,"p"
"10456","GTF2IP11","GTF2IP19","11","11p11.12",NA,"p"
"10457","GTF2IP12","GTF2IP2","4","4q26",NA,"q"
"10458","GTF2IP13","GTF2IP20","7","7p12.3",NA,"p"
"10459","GTF2IP14","GTF2IP21","7","7q11.21",NA,"q"
"10460","GTF2IP15","GTF2IP22","11","11p11.12",NA,"p"
"10461","GTF2IP16","GTF2IP23","1","1q43",NA,"q"
"10462","GTF2IP17","GTF2IP3","17","17p13.3",NA,"p"
"10463","GTF2IP18","GTF2IP4","3","3q29",NA,"q"
"10464","GTF2IP19","GTF2IP5","19","19p13.3",NA,"p"
"10465","GTF2IP20","GTF2IP6","1","1q42.11",NA,"q"
"10466","GTF2IP21","GTF2IP7","1","1p36.33",NA,"p"
"10467","GTF2IP22","GTF2IP8","14","14q11.2",NA,"q"
"10468","GTF2IP23","GTF2IP9","7","7q11.21",NA,"q"
"10469","GTF2IRD1","GTF2IRD1","7","7q11.23","Q9UHL9","q"
"10470","GTF2IRD1P1","GTF2IRD1P1","7","7q11.21",NA,"q"
"10471","GTF2IRD2","GTF2IRD2","7","7q11.23","Q86UP8","q"
